,,,,Goalie Stats,Goalie Stats,Goalie Stats,Goalie Stats,Goalie Stats,Goalie Stats,,,,Goalie Stats,Goalie Stats,,Goalie Stats,Goalie Stats,Goalie Stats,Goalie Stats,Goalie Stats,Goalie Stats,Scoring,Scoring,Scoring,Scoring
59,Joey MacDonald\macdojo01,33,CGY,11,9,5,4,1,29,264,235,.890,2.91,0,0.8,599,2,.222,2,,,0,0,0,2
60,Drew MacIntyre\macindr01,30,TOR,2,1,0,1,0,4,51,47,.922,2.54,0,0.4,95,0,.000,0,,,0,0,0,0
61,Jacob Markstrom\marksja02,24,TOT,16,12,2,8,3,46,361,315,.873,3.39,0,0.4,814,3,.250,4,148,-14.89,0,0,0,0
61,Jacob Markstrom\marksja02,24,FLA,12,9,1,6,3,36,285,249,.874,3.52,0,0.3,614,2,.222,3,,,0,0,0,0
61,Jacob Markstrom\marksja02,24,VAN,4,3,1,2,0,10,76,66,.868,3.01,0,0.0,200,1,.333,1,,,0,0,0,0
62,Steve Mason\masonst01,25,PHI,61,60,33,18,7,145,1751,1606,.917,2.50,4,11.3,3486,35,.583,9,96,5.88,0,1,1,10
63,Marek Mazanec\mazanma01,22,NSH,25,22,8,10,4,64,650,586,.902,2.80,2,3.0,1370,11,.500,6,114,-7.99,0,0,0,0
64,Curtis McElhinney\mcelhcu01,30,CBJ,28,21,10,11,1,64,703,639,.909,2.70,2,3.8,1423,12,.571,3,106,-3.43,0,1,1,0
65,Mike McKenna\mckenmi01,30,CBJ,4,3,1,1,1,11,114,103,.904,3.01,0,0.5,219,0,.000,0,,,0,0,0,0
66,Ryan Miller\millery01,33,TOT,59,59,25,30,4,154,1885,1731,.918,2.64,1,12.4,3501,36,.610,7,95,8.42,0,2,2,0
66,Ryan Miller\millery01,33,BUF,40,40,15,22,3,108,1411,1303,.923,2.72,0,10.2,2384,27,.675,4,89,13.58,0,2,2,0
66,Ryan Miller\millery01,33,STL,19,19,10,8,1,46,474,428,.903,2.47,1,2.2,1117,9,.474,3,113,-5.16,0,0,0,0
67,Al Montoya\montoal01,28,WPG,28,22,13,8,3,59,737,678,.920,2.30,2,5.0,1541,13,.591,1,93,4.50,0,0,0,2
68,Petr Mrazek\mrazepe01,21,DET,9,6,2,4,0,13,178,165,.927,1.74,2,1.4,449,4,.667,1,,,0,0,0,0
69,Evgeni Nabokov\nabokev01,38,NYI,40,39,15,14,8,103,1085,982,.905,2.74,4,5.4,2254,16,.410,8,110,-9.51,0,1,1,4
70,Michal Neuvirth\neuvimi01,25,TOT,15,13,4,8,2,41,517,476,.921,2.78,0,3.6,884,9,.692,2,92,3.55,0,1,1,0
70,Michal Neuvirth\neuvimi01,25,WSH,13,11,4,6,2,36,419,383,.914,2.82,0,2.5,767,7,.636,2,100,0.10,0,1,1,0
70,Michal Neuvirth\neuvimi01,25,BUF,2,2,0,2,0,5,98,93,.949,2.56,0,1.0,117,2,1.000,0,,,0,0,0,0
71,Antti Niemi\niemian02,30,SJS,64,64,39,17,7,149,1705,1556,.913,2.39,4,10.1,3740,30,.469,9,101,-2.09,0,2,2,0
72,Anders Nilsson\nilssan01,23,NYI,19,17,8,7,2,57,548,491,.896,3.11,0,2.1,1101,6,.353,4,121,-9.78,0,0,0,2
73,Cristopher Nilstorp\nihlsch01,29,DAL,1,0,,,,3,17,14,.824,4.56,0,-0.1,39,0,,0,,,0,0,0,0
74,Joni Ortio\ortiojo01,22,CGY,9,9,4,4,0,21,193,172,.891,2.52,0,0.6,501,3,.333,1,,,0,2,2,0
75,Ondrej Pavelec\pavelon01,26,WPG,57,57,22,26,7,163,1644,1481,.901,3.01,1,7.4,3248,24,.421,12,115,-21.34,0,3,3,0
76,Justin Peters\peterju01,27,CAR,21,20,7,9,4,51,626,575,.919,2.50,1,4.1,1225,11,.550,3,95,2.94,0,2,2,4
77,Kevin Poulin\poulike01,23,NYI,28,26,11,16,1,89,820,731,.891,3.29,0,2.8,1625,8,.308,8,126,-18.34,0,0,0,0
78,Carey Price\priceca01,26,MTL,59,59,34,20,5,134,1828,1694,.927,2.32,6,13.9,3464,38,.644,7,85,23.51,0,2,2,4
79,Jonathan Quick\quickjo01,28,LAK,49,49,27,17,4,100,1183,1083,.915,2.07,6,7.4,2904,26,.531,6,98,1.93,0,2,2,2
80,Antti Raanta\raantan01,24,CHI,25,22,13,5,4,63,610,547,.897,2.71,1,2.4,1397,12,.545,6,120,-10.44,0,1,1,0
81,Karri Ramo\ramoka01,27,CGY,40,37,17,15,4,97,1091,994,.911,2.65,2,6.2,2194,19,.514,5,103,-2.99,0,1,1,10
82,Tuukka Rask\rasktu01,26,BOS,58,58,36,15,6,115,1641,1526,.930,2.04,7,13.1,3386,39,.672,8,81,26.40,0,2,2,2
83,James Reimer\reimeja01,25,TOR,36,32,12,16,1,97,1094,997,.911,3.26,1,6.3,1785,16,.500,8,103,-2.73,0,0,0,2
84,Pekka Rinne\rinnepe01,31,NSH,24,24,10,10,3,63,645,582,.902,2.77,2,3.0,1367,12,.500,8,113,-7.42,0,0,0,0
85,Cory Schneider\schneco01,27,NJD,45,43,16,15,12,88,1107,1019,.921,1.97,3,7.6,2680,25,.581,4,92,7.39,0,0,0,4
86,Ben Scrivens\scrivbe01,27,TOT,40,35,16,16,4,94,1205,1111,.922,2.55,4,8.5,2210,22,.629,3,91,9.83,0,1,1,6
86,Ben Scrivens\scrivbe01,27,EDM,21,20,9,11,0,62,741,679,.916,3.01,1,4.7,1235,12,.600,3,97,1.85,0,0,0,6
86,Ben Scrivens\scrivbe01,27,LAK,19,15,7,5,4,32,464,432,.931,1.97,3,3.8,975,10,.667,0,80,7.98,0,1,1,0
87,Kent Simpson\simpske01,21,CHI,1,0,,,,2,7,5,.714,6.00,0,-0.1,20,0,,0,,,0,0,0,0
88,Mike Smith\smithmi01,31,PHX,62,61,27,21,10,159,1871,1712,.915,2.64,3,11.6,3610,35,.574,5,99,2.22,1,3,4,14
89,Alex Stalock\staloal01,26,SJS,24,18,12,5,2,39,571,532,.932,1.87,2,4.7,1252,12,.667,1,79,10.20,0,0,0,2
90,Niklas Svedberg\svedbni01,24,BOS,1,1,1,0,0,2,35,33,.943,1.97,0,0.3,61,1,1.000,0,,,0,0,0,0
91,Cam Talbot\talboca01,26,NYR,21,19,12,6,1,33,560,527,.941,1.64,3,5.2,1211,16,.842,0,68,15.25,0,0,0,0
92,Tim Thomas\thomati01,39,TOT,48,45,18,24,4,128,1390,1262,.908,2.88,0,7.4,2663,25,.556,7,107,-8.23,0,1,1,4
92,Tim Thomas\thomati01,39,FLA,40,40,16,20,3,110,1206,1096,.909,2.87,0,6.6,2299,23,.575,6,106,-6.08,0,1,1,4
92,Tim Thomas\thomati01,39,DAL,8,5,2,4,1,18,184,166,.902,2.97,0,0.9,364,2,.400,1,,,0,0,0,0
93,Dustin Tokarski\tokardu01,24,MTL,3,2,2,0,0,5,93,88,.946,1.84,1,0.9,163,2,1.000,0,,,0,0,0,0
94,Semyon Varlamov\varlasi01,25,COL,63,60,41,14,6,146,2013,1867,.927,2.41,2,15.5,3640,44,.733,4,84,27.45,0,3,3,2
95,Mark Visentin\visenma01,21,PHX,1,1,0,1,0,3,32,29,.906,3.06,0,0.2,59,0,.000,0,,,0,0,0,0
96,Cam Ward\wardca01,29,CAR,30,28,10,12,6,84,824,740,.898,3.06,0,3.4,1645,11,.393,6,118,-13.00,0,1,1,2
97,Jeff Zatkoff\zatkoje01,26,PIT,20,18,12,6,2,51,582,531,.912,2.61,1,3.4,1171,9,.500,3,102,-0.85,0,1,1,0
